Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,E-mail 1,E-mail 2,Веб-сайт 1,Веб-сайт 2,Twitter,ВКонтакте,WhatsApp 1,WhatsApp 2,Viber 1,Viber 2,Telegram 1,Telegram 2,YouTube,Широта,Долгота,2GIS URL,Тип
Гавар,ресторан,Рестораны; Банкетные залы; Доставка еды,"Переездная, 61",1 этаж,630001,,Заельцовский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-23:00; Сб: 11:00-23:00; Вс: 11:00-23:00,+07:00,4.7,252,89237757201,,,,,,,,https://wa.me/79237757201,,,,,,,55.052157,82.891209,https://2gis.com/firm/70000001020581557,branch
Галактика вкуса,кафе-столовая,Столовые,"Сакко и Ванцетти, 77",1 этаж,630008,,Октябрьский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+07:00,3.0,109,89137724432,,,,,,,https://vk.com/galaksynsk,https://wa.me/79137724432,,,,,,,55.020911,82.946557,https://2gis.com/firm/70000001036896464,branch
Галатея,кафе,Кафе; Доставка еды,"улица Ленина, 54",1 этаж,633623,,,,Сузунский район,Новосибирская область,Россия,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 10:00-17:00; Вс: 10:00-17:00,+07:00,4.1,16,89039051835,83834622741,,,,,,,https://wa.me/79039051835,,,,,,,53.775762,82.320833,https://2gis.com/firm/70000001054347572,branch
Гамбит,кафе,Кафе; Банкетные залы,"улица Дзержинского, 38",,633451,,,Тогучин,Тогучинский район,Новосибирская область,Россия,Пн: 12:00-18:00; Вт: 12:00-18:00; Ср: 12:00-18:00; Чт: 12:00-18:00; Пт: 12:00-23:00; Сб: 12:00-23:00; Вс: 12:00-23:00,+07:00,3.3,4,,,,,,,,,,,,,,,,55.231565,84.377064,https://2gis.com/firm/70000001026969919,branch
Гастробокс,,Быстрое питание,,,630535,,,,Новосибирский район,Новосибирская область,Россия,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00; Вс: 09:00-20:00,+07:00,2.4,10,89930017353,,,,,,,,,,,,,,,55.156085,83.115878,https://2gis.com/firm/70000001100351358,branch
ГастроГрад,ресторан быстрого питания,Столовые,"улица Доватора, 11 к3",1 этаж,630124,,Дзержинский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00,+07:00,4.5,27,83833637093,89537902253,,,,,,https://vk.com/gastrograd54,https://wa.me/79537902253,,,,https://t.me/+79537902253,,,55.04724,82.995987,https://2gis.com/firm/70000001082372290,branch
Суши Восток,,Доставка еды; Суши-бары; Быстрое питание,"Волочаевская улица, 51/1",,630010,,Дзержинский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 10:30-22:30; Вт: 10:30-22:30; Ср: 10:30-22:30; Чт: 10:30-22:30; Пт: 10:30-23:00; Сб: 10:30-23:00; Вс: 10:30-22:30,+07:00,4.6,139,89039003333,,logvinovaveraz@mail.ru,sushi.vostok@mail.ru,http://Сушивосток.рф,,,https://vk.com/sushivostok,,,,,,,,55.052284,83.001977,https://2gis.com/firm/70000001082346619,branch
Гастрокорт,гастрономическое пространство,Фудмоллы; Доставка еды,"улица Мичурина, 12",1 этаж,630091,,Центральный район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+07:00,4.7,2404,,,rinok-nsk@maria-ra.ru,,http://gastro-nsk.ru,,,https://vk.com/gastrocourtnsk,,,,,https://t.me/gastrocourt,,,55.042219,82.923681,https://2gis.com/firm/70000001058641242,branch
Глория,кафе-столовая,Столовые,"проспект Ленина, 24",2 этаж,633261,,,,Ордынский район,Новосибирская область,Россия,Пн: 07:30-16:00; Вт: 07:30-16:00; Ср: 07:30-16:00; Чт: 07:30-16:00; Пт: 07:30-16:00,+07:00,4.0,6,,,,,,,,,,,,,,,,54.366699,81.905631,https://2gis.com/firm/70000001022189850,branch
Гого Суши Ля,,Быстрое питание; Доставка еды; Суши-бары,"улица Гоголя, 25 к3",,630005,Ипподромский м-н,Центральный район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 12:00-24:00; Вт: 12:00-24:00; Ср: 12:00-24:00; Чт: 12:00-24:00; Пт: 12:00-24:00; Сб: 12:00-24:00; Вс: 12:00-24:00,+07:00,4.9,65,89134667070,,,,http://гогосушиля.рф,,,,,,,,,,,55.043548,82.930604,https://2gis.com/firm/70000001093370204,branch
Гастромаркет,,Фудмоллы,"Большевистская улица, 45/1","0, 1 этаж",630009,,Октябрьский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+07:00,4.9,225,83832859055 (отдел аренды),83832003819 (отдел рекламы),,,http://gastromarketreka.ru,,,https://vk.com/tkreka,,,,,,,,55.00728,82.937645,https://2gis.com/firm/70000001062477283,branch
Гастроточка,кафе по продаже шаурмы и шашлыка,Быстрое питание,"Гусинобродское шоссе, 106",,630039,,Октябрьский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,"Пн: 08:00-19:30, 20:00-24:00; Вт: 08:00-19:30, 20:00-24:00; Ср: 08:00-19:30, 20:00-24:00; Чт: 08:00-19:30, 20:00-24:00; Пт: 08:00-19:30, 20:00-24:00; Сб: 08:00-19:30, 20:00-24:00; Вс: 08:00-19:30, 20:00-24:00",+07:00,3.9,265,89059333916,,,,,,,,,,,,,,,55.048236,83.072409,https://2gis.com/firm/70000001047163935,branch
Голден бууз,буузная,Быстрое питание,"улица Ленина, 15",,633011,,,Бердск,Бердск городской округ,Новосибирская область,Россия,Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-18:00; Вс: 10:00-18:00,+07:00,4.8,72,89993004113,,,,,,,,,,,,,,,54.764915,83.091306,https://2gis.com/firm/70000001029158747,branch
Геометрия вкуса. Кухня,служба доставки еды и пункт самовывоза,Быстрое питание; Доставка еды,"Первомайская улица, 135",,630534,,,,Новосибирский район,Новосибирская область,Россия,Пн: 11:00-22:00; Вт: 11:00-22:00; Ср: 11:00-22:00; Чт: 11:00-22:00; Пт: 11:00-22:00; Сб: 11:00-22:00; Вс: 11:00-22:00,+07:00,4.8,107,89965435333,,,,http://геометриявкуса.рф,,,https://vk.com/geometriya_vkusa,https://wa.me/79965435333,,,,https://t.me/geometryavkusa_nsk54,,,55.150105,82.85036,https://2gis.com/firm/70000001088222210,branch
Глобус,кафе-бар,Кафе,"улица Лермонтова, 43/1",цокольный этаж,630005,,Центральный район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 07:30-10:30; Вт: 07:30-10:30; Ср: 07:30-10:30; Чт: 07:30-10:30; Пт: 07:30-10:30; Сб: 07:30-10:30; Вс: 07:30-10:30,+07:00,,,,,,,http://globus2015.ru,,,,,,,,,,,55.045499,82.925075,https://2gis.com/firm/70000001027814181,branch
Голод,кафе-бургерная,Быстрое питание; Доставка еды,"улица Ольги Жилиной, 56 к1",,630005,Фрунзенский м-н,Центральный район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 13:00-03:00; Вт: 13:00-03:00; Ср: 13:00-03:00; Чт: 13:00-03:00; Пт: 13:00-03:00; Сб: 13:00-03:00; Вс: 13:00-03:00,+07:00,4.7,428,89513983632,,,,http://golod.cafe,,,https://vk.com/golod_nsk,https://wa.me/79513983632,,,,https://t.me/golod_tetka,,,55.039369,82.934969,https://2gis.com/firm/70000001035589841,branch
Голодный пёс,точка быстрого питания,Быстрое питание; Доставка еды,"Красный проспект, 161 Б",цокольный этаж,630049,,Заельцовский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 12:00-20:00; Вт: 12:00-20:00; Ср: 12:00-20:00; Чт: 12:00-20:00; Пт: 12:00-20:00; Сб: 12:00-20:00; Вс: 12:00-20:00,+07:00,4.8,80,89538805511,,,,http://t.me/golodnyy_1pes,,,https://vk.com/golodnyy_1pes,https://wa.me/79538805511,,,,https://t.me/+79538805511,,,55.061893,82.911433,https://2gis.com/firm/70000001064257634,branch
Городок,кафе восточного гостеприимства,Кафе,"Троллейная улица, 142а",,630107,Юго-Западный ж/м,Ленинский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 09:00-22:00; Вт: 09:00-22:00; Ср: 09:00-22:00; Чт: 09:00-22:00; Пт: 09:00-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00,+07:00,4.6,233,89139128444,,,,,,,,https://wa.me/79139128444,,viber://chat/?number=79139128444,,,,,54.961934,82.84589,https://2gis.com/firm/70000001029225378,branch
Городок,кафе по продаже шаурмы,Быстрое питание,"Героев Труда, 18",1 этаж,630055,Нижняя зона Академгородка м-н,Советский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 09:00-23:00; Вт: 09:00-23:00; Ср: 09:00-23:00; Чт: 09:00-23:00; Пт: 09:00-23:00; Сб: 09:00-23:00; Вс: 09:00-23:00,+07:00,3.1,42,89231294828,,,,,,,,,,,,,,,54.86593,83.08091,https://2gis.com/firm/70000001063822929,branch
Городок,кафе по продаже шаурмы,Быстрое питание; Доставка еды,"улица Иванова, 30а",1 этаж,630117,Нижняя зона Академгородка м-н,Советский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 09:00-23:00; Вт: 09:00-23:00; Ср: 09:00-23:00; Чт: 09:00-23:00; Пт: 09:00-23:00; Сб: 09:00-23:00; Вс: 09:00-23:00,+07:00,3.7,22,89231294828,,,,,,,,https://wa.me/79965479448,,,,,,,54.868048,83.09388,https://2gis.com/firm/70000001062405272,branch
Городок,кафе по продаже шаурмы,Быстрое питание,"улица Иванова, 29 к3",,630117,Нижняя зона Академгородка м-н,Советский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 09:00-22:00; Вт: 09:00-22:00; Ср: 09:00-22:00; Чт: 09:00-22:00; Пт: 09:00-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00,+07:00,4.1,34,89231294828,,,,,,,,,,,,,,,54.868393,83.09094,https://2gis.com/firm/70000001059197109,branch
Городок,столовая,Столовые,"Промышленная улица, 1",,630520,,,,Новосибирский район,Новосибирская область,Россия,Пн: 07:00-21:00; Вт: 07:00-21:00; Ср: 07:00-21:00; Чт: 07:00-21:00; Пт: 07:00-21:00; Сб: 07:00-21:00; Вс: 07:00-21:00,+07:00,,,,,,,,,,,,,,,,,,54.84787,82.7361,https://2gis.com/firm/70000001100164343,branch
Городское кафе,ДК Сибтекстильмаш,Столовые,"улица Забалуева, 47",1 этаж,630096,Западный м-н,Ленинский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 12:00-16:00; Вт: 12:00-16:00; Ср: 12:00-16:00; Чт: 12:00-16:00; Пт: 12:00-16:00,+07:00,4.8,37,89137715187,,,,,,,,https://wa.me/79137715187,,,,,,,54.987491,82.813605,https://2gis.com/firm/70000001066409379,branch
Горчица,сеть кафе,Быстрое питание; Доставка еды,"улица Бориса Богаткова, 201/1",1 этаж,630089,Золотая Нива м-н,Октябрьский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+07:00,4.7,605,83832883350 (техническая поддержка: пн-вс 10:00-22:00),,gorchitsa-nsk@yandex.ru,,http://gorchitsa.cafe/actions/prilozh,,,https://vk.com/gorchitsa_nsk,https://wa.me/79830023350,,,,,,,55.035675,82.974671,https://2gis.com/firm/70000001080719168,branch
Горчица,сеть кафе,Быстрое питание; Доставка еды,"улица Забалуева, 84/1",,630121,,Ленинский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 11:00-24:00; Вт: 11:00-24:00; Ср: 11:00-24:00; Чт: 11:00-24:00; Пт: 11:00-24:00; Сб: 11:00-24:00; Вс: 11:00-24:00 (служба доставки: пн-вс 11:00-21:30),+07:00,4.6,295,83832883350 (техническая поддержка: пн-вс 10:00-22:00),,gorchitsa-nsk@yandex.ru,,http://gorchitsa.cafe/actions/prilozh,,,https://vk.com/gorchitsa_nsk,https://wa.me/79830023350,,,,,,,54.989699,82.785507,https://2gis.com/firm/70000001062437826,branch
